train_size_per_class,fold,model,eval_dataset,accuracy,f1_macro,auc_macro,balanced_accuracy,binary_accuracy,binary_f1,binary_auc,binary_balanced_acc
2000,0,PlainDNN,NACC,0.9757727652464494,0.9755862558913724,0.9993744525830083,0.9759367292134926,0.9908103592314118,0.9930423782416192,0.9999436083158937,0.9930904522613065
2000,0,PlainDNN,PPMI,0.631578947368421,0.5897707231040564,0.7812457429387129,0.619281045751634,0.8245614035087719,0.8611111111111112,0.9176470588235295,0.8580882352941177
2000,0,LR,NACC,0.9941520467836257,0.9941414438537705,1.0,0.994195688225539,0.9983291562238931,0.9987421383647799,1.0,0.9987437185929648
2000,0,LR,PPMI,0.6842105263157895,0.6831441564683699,0.8724757136163163,0.6854575163398692,0.8596491228070176,0.9,0.9220588235294117,0.8323529411764705
2000,0,RF,NACC,0.9565580618212197,0.9561998883662698,0.9961552863084583,0.9567791698368544,0.9724310776942355,0.9788597053171044,0.9981625709595359,0.9786526146944198
2000,0,RF,PPMI,0.631578947368421,0.6303686044379241,0.8348068803771816,0.6311274509803922,0.8070175438596491,0.8607594936708861,0.8985294117647058,0.7779411764705882
2000,0,XGBoost,NACC,0.974937343358396,0.9748502132936238,0.9982359756153482,0.9750233603555825,0.9866332497911445,0.9898477157360406,0.9987593829496609,0.9899497487437185
2000,0,XGBoost,PPMI,0.6666666666666666,0.6505050505050505,0.8248883502649642,0.6519607843137255,0.7894736842105263,0.8461538461538461,0.9117647058823528,0.7654411764705882
2000,1,DCM-DNN,NACC,0.9692691029900332,0.9690202926129555,0.9992176067567163,0.9690489186490746,0.9933554817275747,0.9950062421972534,0.9998072139303483,0.9943967661691542
2000,1,DCM-DNN,PPMI,0.62,0.6165311653116531,0.7990125487329435,0.6425925925925926,0.74,0.7796610169491526,0.8689236111111112,0.7482638888888888
2000,1,PlainDNN,NACC,0.9767441860465116,0.9765184711006957,0.9989071837145004,0.9765577889447236,0.9900332225913622,0.9925,0.9992101990049751,0.9912810945273631
